variant,document_id,partition,split,pages,recorded_model,parser_version,cost_usd,calls,error,upstream_error,source_sha256,artifact_sha256,original_record_sha256,upstream_record_sha256,upstream_accuracy,upstream_array_record_accuracy,upstream_array_record_f1,upstream_array_record_precision,upstream_array_record_recall,upstream_array_record_row_count_ratio,upstream_confidence_scoped_auc,upstream_confidence_scoped_coverage_at_95pct_precision,upstream_confidence_scoped_normalized_auc,upstream_confidence_scoped_precision_at_80pct_coverage,upstream_confidence_scoped_unique_value_count,upstream_confidence_signal_coverage,upstream_extract_evidence_bbox_IOU_alignment,upstream_extract_evidence_bbox_IOU_pass_rate,upstream_extract_evidence_bbox_coverage,upstream_extract_evidence_bbox_covered_pass_rate,upstream_extract_evidence_page_covered_pass_rate,upstream_extract_evidence_page_pass_rate,upstream_extract_evidence_value_pass_rate,upstream_extract_unified_grounded_f1,upstream_extract_unified_grounded_precision,upstream_extract_unified_grounded_recall,upstream_extract_unified_page_f1,upstream_extract_unified_page_precision,upstream_extract_unified_page_recall,upstream_extract_unified_value_f1,upstream_extract_unified_value_precision,upstream_extract_unified_value_recall
fields,sec_13f_0026_brown_brothers_harriman,dev,long,55,,2.14.4,0.07597522799999999,187,,,"""9a21e0920e98714a567ddc9394349f7978692ed380bce208dcbfd20044104597""","{""pdf_sha256"":""4787d70ca373866d0e595f923c9305d0759e63f7dd7128e070b78efbf3632283"",""schema_sha256"":""213162a02c73274888105e01841954b374bf7e76f4b89a13bd4012e54d267862""}",0e6690271e4123989515a0ae6cd25d519b7ce378a6adf442a9f3b6098c95c779,df80ddf66003e77343e10784eaa79f3357d0da4355b4a9f25578e98486c32508,4.348204191668841e-05,0.014645426515930112,0.02876899005703326,0.8073654390934845,0.014645426515930112,0.018089315997738834,0.0,0.0,0.0,0.0,0.0,0.0,0.0014413245280520258,0.0009887518353801558,0.0220894123161657,0.011308372883342122,0.014132278123233465,0.012479346030089574,0.01634924776067484,0.00175561797752809,0.7142857142857143,0.0008788890841975743,0.021515326778484674,0.8340807174887892,0.01089822464404992,0.02963912022207986,0.8321342925659473,0.015088268545090877
fields,utah_fleet_rate_schedule_fy2024,dev,short,2,,2.14.4,0.009720816000000004,38,,,"""9a21e0920e98714a567ddc9394349f7978692ed380bce208dcbfd20044104597""","{""pdf_sha256"":""0b3841123954a66b6eec5cc0cd75c42c58910e6ac0558a65bdb21591af6bcc30"",""schema_sha256"":""8d2100fb3b42f63411a8a3e12b615f0247d4b2b50331a715a4fa980a6b54b23c""}",e7e91920c3eba3ac596bd80eae635c1c63aa4321c25ef4790f50f1dcc0d8631d,c2cb426572d6ed089688536cbc00a0ff7742854437fb6e7136a04b2c185f286e,0.6460819624404867,0.5941176470588235,0.5738636363636364,0.554945054945055,0.5941176470588235,1.0714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.6140350877192983,,,,,,,0.5795454545454546,0.5604395604395604,0.6
hierarchical,07021-2016-p0018,dev,short,1,,2.14.4,0.011248566000000002,41,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""e667acf072151b34ddaee54965db1c838855019efce443d610c826b21472cdb5"",""schema_sha256"":""30623361bad97ee66e685ddc8d0e859150ec2019b914757799140b776e80938a""}",56957356d0afa2050957a51d29e87bc3a9c83f848dd255afa91a5a11739047a2,46c4ad245e5c95d8e411e8aa527011136705db08d93aad02aeb43ca8fa34c10b,0.3729519423103874,0.40425531914893614,0.41304347826086957,0.4222222222222222,0.40425531914893614,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.10096845815481349,0.007479145048504703,0.07407407407407407,0.037037037037037035,0.75,0.10344827586206896,0.2413793103448276,0.0,0.0,0.0,0.06451612903225806,0.25,0.037037037037037035,0.41304347826086957,0.4222222222222222,0.40425531914893614
hierarchical,H9-53-59_60,dev,short,1,,2.14.4,0.013496825999999996,53,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""3138b0b9eb5558bd7a4926da7fd6fcbe9dc6416d598bf3b8a45721151bfb28b4"",""schema_sha256"":""3ed88269aa3b306944b365be830ad89677350e0630dcc2173bad72cef7e3041a""}",636a0b94641bc057d94800288ef194fc4da680902ec9e69e1b015a83744bdba5,6a538f11fca77831dac70e9df11dea029297e8a824dfacc149f146bc64058af9,0.36314585515903974,0.3103448275862069,0.32142857142857145,0.3333333333333333,0.3103448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6419281018339205,0.20167405903928648,0.34615384615384615,0.28846153846153844,0.8095238095238095,0.35714285714285715,0.6071428571428571,0.3611111111111111,0.7222222222222222,0.24074074074074073,0.358974358974359,0.6666666666666666,0.24561403508771928,0.5535714285714285,0.5740740740740741,0.5344827586206896
hierarchical,P4-Historical Single Signature83-10963_5480,dev,short,1,,2.14.4,0.013693974000000001,50,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""91e6c084622131653977e8e0f244fe4f13dbae34c8509172948939bdc94d1076"",""schema_sha256"":""c50c32330a96e7259cd4a5a5125dbae3dacc48136407eb1882f2c5f5d2388b6c""}",bfc9dd533712ba3a636b4636a9f96499bd31e0d3e701edb5e24b1ebc73ce4450,61c20b39975525be9efb846703e2a588e1b9b3390fdda848f7f2b27acf249ebe,0.5329989537874843,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44641616714624416,0.08694833995446202,0.225,0.15,0.6428571428571429,0.36538461538461536,0.8461538461538461,0.163265306122449,0.4444444444444444,0.1,0.25396825396825395,0.5714285714285714,0.16326530612244897,0.8653846153846154,0.8653846153846154,0.8653846153846154
hierarchical,W14-58509_W14 2nd sub revised,dev,short,1,,2.14.4,0.05653103400000001,183,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""22511db4eda31b6cba04e88fc8732c47e00d191d81cc9468c4e1366214f4901a"",""schema_sha256"":""7ad6ae99b204297b28920683d028ff9ef71b35a455b7a34a7f2363fd474d5d45""}",f11d0b96691986e3345129b24d4c14c69a5834914b4b3d0d724465703bc5a238,c7a66b6945e1cc94a13510cb02e79f41711c3d307a686b590010974d7d931a4b,0.7033161246910965,0.7477876106194691,0.7206823027718551,0.6954732510288066,0.7477876106194691,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5137719136130134,0.2052597966657708,0.4095238095238095,0.3238095238095238,0.8428571428571429,0.678082191780822,0.8424657534246576,0.2533333333333333,0.5,0.16964285714285715,0.37931034482758624,0.8461538461538461,0.24444444444444444,0.8230277185501067,0.7942386831275721,0.8539823008849557
hierarchical,baker_hughes_earnings_deck_q4fy25,dev,medium,25,,2.14.4,0.062443962000000054,83,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""0aacb98fdb9ee986940f4b1c348f403acfaa42d32621a22909c6f3abb0f75f8f"",""schema_sha256"":""9c44694c086d54a67e6f397dc2ed9f7c103738a4de5811d0395bba71a6261338""}",e1dc2aac7580d5683bc7019eea2908382e74e843b3fe2a360cc6fb5fbcc11154,cb577282c93fd9e2074312496422a32d683705c59681a386f11c28f2133f7bef,0.45085470085470086,0.35,0.4117647058823529,0.5,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.3333333333333333,0.2857142857142857,0.38095238095238093,,,,0.6666666666666666,1.0,0.5,0.47058823529411764,0.5714285714285714,0.4
hierarchical,ccc_online_0012_chubb_dodge_durango_corrupted,dev,medium,17,,2.14.4,0.11592974400000013,232,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""3b36e3cc0c65b1bfa82bc668ac92ea4c7b0bd40fb42640cd155af4877157cba1"",""schema_sha256"":""97bc56fc0019939b8f89e45349601a7d6962f7f15b962b6ed32b8aa0c43e1939""}",b49abbf698a96164089daee8dc7288885b2a94d5ca4e431f5c898c5382cee6e8,4ea8305cedd155f6bd4140593128faefbec59dd9d7ccc1dd77271e59ba661e1c,0.15353713718132656,0.13821138211382114,0.21794871794871798,0.5151515151515151,0.13821138211382114,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.047619047619047616,0.15873015873015872,,,,0.0,0.0,0.0,0.21794871794871798,0.5151515151515151,0.13821138211382114
hierarchical,cfpb_closing-disclosure_filled-sample_corrupted,dev,short,5,,2.14.4,0.10655311800000011,295,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""257964ee735970ddf25d6dd56b3e34af80fcca8c473f9cc79eb8388ea253bc7b"",""schema_sha256"":""166b66fcdeba068088c5d867c232204bbff04cd0b3bac9badabaa4f95e0d655e""}",47a64d2b999ba2fc258a81497a497964c6e80990b1acc3ab0b4fab04c4eea7f2,8084bca29fe880645ac05cefb60fb92d4e479fa57fbe7b5c0fcad05979553c87,0.1402334403947307,0.18387096774193548,0.27403846153846156,0.5377358490566038,0.18387096774193548,0.34210526315789475,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.006896551724137931,0.04472843450479233,0.20447284345047922,,,,,,,0.27403846153846156,0.5377358490566038,0.18387096774193548
hierarchical,gsa_mas_it_labor_0010,dev,medium,15,,2.14.4,0.03798291000000004,70,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""f635fa705077b35a36859509c0094cf6a17f1bd6d29c830bced79183ddc3be58"",""schema_sha256"":""27a32c93f440da9aaa09878c85e8185c47eef79f2d42843d4ff878498bf7a573""}",87e8650c0a14dde0873004a1f161770984d8da722ad0b34fda2d042775145fe4,425e08869811de4075b8ca7798ed98130df556f27760189774e304e2cc6f1044,0.07121212121212121,0.06060606060606061,0.1111111111111111,0.6666666666666666,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.06060606060606061,,,,,,,0.1111111111111111,0.6666666666666666,0.06060606060606061
hierarchical,mcdonalds_receipt_chicago_documentcloud,dev,short,1,,2.14.4,0.003140382,22,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""7733dfb56fe7f3b58d5f9070463d1f9341a44794f871c5aaacccb6278ac5ddd6"",""schema_sha256"":""0b8525756617e8df86ef0599fb3b7b4a3c81a9cab45d9e6dd38fe11c51473d84""}",98716f9fd8c65d8db662179f68c9ada19119208e5978c8fd381f9665d7e16dcd,1128695f8dd58fc341a3072dfaa2a67a494c0e876093af0b416ded3b5ece20a1,0.22743499186802543,0.5686274509803921,0.5370370370370371,0.5087719298245614,0.5686274509803921,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.21818181818181817,0.43636363636363634,,,,,,,0.543859649122807,0.5166666666666667,0.5740740740740741
hierarchical,ms_medicaid_ra_adjustments_corrupted,dev,short,4,,2.14.4,0.008982035999999999,32,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""9b17b95061663faaa627a2fb38558cc2a4e030a7e9669755b1e0e2792a83bf4e"",""schema_sha256"":""13eaa707b5ac17f2c0deef4667980b1ee49b2113f51f1c5eabdf266e4b1b5db5""}",90ddf02ec438cf1783b42452ddd54430e10d8373b65f7957ad7c7af40cf4896f,25f43303fd7479998f7b8b7ac4749ad13d66db919a1ee8a8603dd1235e3eda8c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0
hierarchical,sec_13f_0026_brown_brothers_harriman,dev,long,55,,2.14.4,0.0,0,Jev request too large; retrieve or chunk state before sending,Jev request too large; retrieve or chunk state before sending,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""4787d70ca373866d0e595f923c9305d0759e63f7dd7128e070b78efbf3632283"",""schema_sha256"":""213162a02c73274888105e01841954b374bf7e76f4b89a13bd4012e54d267862""}",c03e6c88a4fdb173d5e79fa7b857cfdffde398040d331fd0bc38ee42f172b785,c8f31dc34230674a7abd147b09bed1cb13bd7abe6f1e3c9d3f5bd48df155dbc7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,
hierarchical,utah_fleet_rate_schedule_fy2024,dev,short,2,,2.14.4,0.012598698000000007,88,,,"""daf221d74779ae86c52197f3382da91683ffe29381f5bf0494908ba1b70858dd""","{""pdf_sha256"":""0b3841123954a66b6eec5cc0cd75c42c58910e6ac0558a65bdb21591af6bcc30"",""schema_sha256"":""8d2100fb3b42f63411a8a3e12b615f0247d4b2b50331a715a4fa980a6b54b23c""}",350a9ee3088ecb49fb0e2bd6ca51089b0f602a858f16da1e19ff2b2cd3914b94,ad21a5910bf9340067722b896069f775925aa206d4c31c00f62a9102f32f5b54,0.37877134724857686,0.47058823529411764,0.5194805194805195,0.5797101449275363,0.47058823529411764,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.017543859649122806,0.017543859649122806,0.4327485380116959,,,,,,,0.525974025974026,0.5869565217391305,0.4764705882352941
tables,07021-2016-p0018,dev,short,1,,2.14.4,0.009670331999999998,25,,,"""2f386db74b474965c99d8652153ae52bbd0f2a9546ad7bb8352e47d5dfd48009""","{""pdf_sha256"":""e667acf072151b34ddaee54965db1c838855019efce443d610c826b21472cdb5"",""schema_sha256"":""30623361bad97ee66e685ddc8d0e859150ec2019b914757799140b776e80938a""}",23b5457d31240f433dac8011fce1a68f1ad127fe4a861f695e660e30fe87d731,0ccbb4209ec09dd7e306d05a17f546fa1914ebfbedde715258f9e8631ca2dd20,0.4260998898612436,0.48936170212765956,0.48936170212765956,0.48936170212765956,0.48936170212765956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1929760905466573,0.04085178887347096,0.3333333333333333,0.1111111111111111,0.2727272727272727,0.10344827586206896,0.27586206896551724,0.05714285714285714,0.125,0.037037037037037035,0.1111111111111111,0.2222222222222222,0.07407407407407407,0.48936170212765956,0.48936170212765956,0.48936170212765956
tables,H9-53-59_60,dev,short,1,,2.14.4,0.012905676,54,,,"""2f386db74b474965c99d8652153ae52bbd0f2a9546ad7bb8352e47d5dfd48009""","{""pdf_sha256"":""3138b0b9eb5558bd7a4926da7fd6fcbe9dc6416d598bf3b8a45721151bfb28b4"",""schema_sha256"":""3ed88269aa3b306944b365be830ad89677350e0630dcc2173bad72cef7e3041a""}",9a4d8b6543d0d5c03132e4ccf6ad530235151d21c5a7f73914743d28c0ec8df1,49050da4d13a2c793651b0158ebdac4d004ac88fda3e8b223f23f72be2088048,0.2887886603453179,0.2413793103448276,0.25,0.25925925925925924,0.2413793103448276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5916335831161141,0.16183788335303792,0.38461538461538464,0.23076923076923078,0.5909090909090909,0.2857142857142857,0.5357142857142857,0.2702702702702703,0.5,0.18518518518518517,0.27848101265822783,0.5,0.19298245614035087,0.5178571428571428,0.5370370370370371,0.5
tables,P4-Historical Single Signature83-10963_5480,dev,short,1,,2.14.4,0.012895763999999995,53,,,"""2f386db74b474965c99d8652153ae52bbd0f2a9546ad7bb8352e47d5dfd48009""","{""pdf_sha256"":""91e6c084622131653977e8e0f244fe4f13dbae34c8509172948939bdc94d1076"",""schema_sha256"":""c50c32330a96e7259cd4a5a5125dbae3dacc48136407eb1882f2c5f5d2388b6c""}",edf22d456dea0dc7024c3bedd8f8fd471b8b061169b85e77524c653baa0a3fa7,3004813265c2f5e81f4f0aca17a8f36e1a3b96086fc5a24282984bbd62daef61,0.3481037564965241,0.3076923076923077,0.29090909090909095,0.27586206896551724,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45496272285449296,0.07978870398164724,0.25,0.15,0.5333333333333333,0.34615384615384615,0.75,0.16000000000000003,0.4,0.1,0.19047619047619047,0.42857142857142855,0.12244897959183673,0.6909090909090909,0.6551724137931034,0.7307692307692307
tables,W14-58509_W14 2nd sub revised,dev,short,1,,2.14.4,0.050191847999999976,160,,,"""2f386db74b474965c99d8652153ae52bbd0f2a9546ad7bb8352e47d5dfd48009""","{""pdf_sha256"":""22511db4eda31b6cba04e88fc8732c47e00d191d81cc9468c4e1366214f4901a"",""schema_sha256"":""7ad6ae99b204297b28920683d028ff9ef71b35a455b7a34a7f2363fd474d5d45""}",03a401c4844d7b9fdbfafd645ba0461d1083eae18bdebed13d63e9184388c353,c01e3399ff1d25ec4388168e9f97aa43be5287d8f6040c7853affeda7f8907ae,0.4866940770032514,0.6548672566371682,0.6804597701149425,0.7081339712918661,0.6548672566371682,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.4299817380598132,0.24475217832578489,0.6,0.44761904761904764,0.7027027027027027,0.5753424657534246,0.7328767123287672,0.27329192546583847,0.4489795918367347,0.19642857142857142,0.32525951557093424,0.734375,0.2088888888888889,0.8091954022988506,0.8421052631578947,0.7787610619469026
tables,baker_hughes_earnings_deck_q4fy25,dev,medium,25,,2.14.4,0.013298250000000001,16,,,"""2f386db74b474965c99d8652153ae52bbd0f2a9546ad7bb8352e47d5dfd48009""","{""pdf_sha256"":""0aacb98fdb9ee986940f4b1c348f403acfaa42d32621a22909c6f3abb0f75f8f"",""schema_sha256"":""9c44694c086d54a67e6f397dc2ed9f7c103738a4de5811d0395bba71a6261338""}",f0daae0dd3cdd9311a70a841211c1adc3b088227126f531e0f72320ee553e04b,212410513e6f85cbf70044e7f7001a3062679814c596960eba34aa76f899fb95,0.5208333333333333,0.45,0.5294117647058824,0.6428571428571429,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.23809523809523808,0.42857142857142855,,,,0.0,0.0,0.0,0.5294117647058824,0.6428571428571429,0.45
