id,split,pages,failed,precision,recall,f1,word_f1,page_f1,cost_usd,cost_per_page_usd,core_inference_seconds,api_calls,budget_resumed,replayed_api_requests
07021-2016-p0082,short,1,False,0.84,0.84,0.8399999999999999,0.14285714285714285,0.608695652173913,0.003145002,0.003145002,5.188843,12,False,0
08-15427 H-12 1-21-2003 F-01341,short,2,False,0.5512820512820513,0.5512820512820513,0.5512820512820513,0.0,0.10416666666666667,0.013380947999999997,0.006690473999999998,23.161572,63,False,0
08-20813 H-12 10-17-2008 F-01094A,short,1,False,0.5897435897435898,0.5897435897435898,0.5897435897435898,0.0,0.19801980198019803,0.014540988000000001,0.014540988000000001,24.597673,66,False,0
08-37943 H-12 09-25-2014 F-01249,short,1,False,0.717948717948718,0.717948717948718,0.717948717948718,0.0,0.31578947368421056,0.013397495999999998,0.013397495999999998,23.675925,61,False,0
08-43259 H-12 3-18-2024 F-22737,short,1,False,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.24742268041237114,0.013775748,0.013775748,24.533143,65,False,0
08-51344 H-12 10-2-2023 F-22666,short,1,False,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.0,0.22916666666666669,0.014287182,0.014287182,23.753119,65,False,0
13f__audent_global_2025q4,short,2,False,0.2857142857142857,0.04678362573099415,0.08040201005025126,0.014260249554367202,0.020797227036395145,0.0026027819999999997,0.0013013909999999998,3.381607,9,False,0
13f__dedeker_financial_llc,short,2,False,0.7619047619047619,0.0243161094224924,0.047128129602356406,0.01171875,0.023300970873786405,0.0023682959999999998,0.0011841479999999999,3.054059,8,False,0
13f__radnor_capital_management_llc,short,8,False,0.9471585244267199,0.9471585244267199,0.9471585244267199,0.3777227722772277,0.98250162022035,0.011059398000000002,0.0013824247500000002,13.679734,36,False,0
13f__sl_advisors_llc,short,2,False,0.8235294117647058,0.0425531914893617,0.08092485549132948,0.027079303675048353,0.0421455938697318,0.0023682959999999993,0.0011841479999999997,3.069098,8,False,0
2A-27-103150_116454,short,2,False,0.17857142857142858,0.17857142857142858,0.17857142857142858,0.0,0.13533834586466165,0.02085115199999999,0.010425575999999995,24.398921,63,False,0
2A-9-136008_97695,short,2,False,0.2236842105263158,0.2236842105263158,0.2236842105263158,0.0,0.1904761904761905,0.01701512399999999,0.008507561999999995,23.404029,60,False,0
2A-9-156032_107792,short,2,False,0.2976190476190476,0.2976190476190476,0.2976190476190476,0.0,0.09259259259259259,0.013917288,0.006958644,16.424692,42,False,0
2A-9-160248_109904,short,2,False,0.25,0.25,0.25,0.0,0.05607476635514018,0.01595055,0.007975275,21.806911,57,False,0
2A-9-160258_109909,short,2,False,0.4868421052631579,0.44047619047619047,0.4625,0.0,0.3442622950819672,0.019666458000000008,0.009833229000000004,23.301256,61,False,0
2A-9-160266_109913,short,2,False,0.3684210526315789,0.3333333333333333,0.35,0.0,0.1935483870967742,0.02140887,0.010704435,28.65696,76,False,0
2A-9-160268_109914,short,2,False,0.3815789473684211,0.34523809523809523,0.3625,0.0,0.19469026548672563,0.019669860000000004,0.009834930000000002,24.926799,67,False,0
2A-9-160282_109921,short,2,False,0.4868421052631579,0.44047619047619047,0.4625,0.0,0.33070866141732286,0.021538691999999995,0.010769345999999997,27.868663,66,False,0
2A-9-160294_109927,short,1,False,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0,0.14583333333333331,0.011341344000000001,0.011341344000000001,18.413585,49,False,0
2A-9-160298_109929,short,2,False,0.47368421052631576,0.42857142857142855,0.45,0.0,0.26356589147286824,0.022045212000000012,0.011022606000000006,31.720999,82,False,0
2A-9-160318_109939,short,2,False,0.4342105263157895,0.39285714285714285,0.4125,0.0,0.2689075630252101,0.020581427999999995,0.010290713999999998,25.040358,68,False,0
3N1AB7AP8FY283932_professional_valuation,short,8,False,0.6984126984126984,0.29931972789115646,0.419047619047619,,0.43478260869565216,0.007809312000000002,0.0009761640000000003,10.715364,26,False,0
3N1AB7AP8FY283932_professional_valuation_corrupted,short,8,False,0.5238095238095238,0.22448979591836735,0.3142857142857143,,0.3157894736842105,0.006523943999999998,0.0008154929999999997,9.449162,24,False,0
593338187_200912_990PF-p0023,short,1,False,0.7368421052631579,0.09090909090909091,0.16184971098265896,0.05063291139240506,0.1437125748502994,0.003426402,0.003426402,4.497676,12,False,0
593338187_200912_990PF-p0024,short,1,False,0.7,0.040697674418604654,0.07692307692307694,0.0,0.045454545454545456,0.003707508000000001,0.003707508000000001,5.935813,16,False,0
593338187_200912_990PF-p0025,short,1,False,0.25,0.09302325581395349,0.13559322033898305,0.0425531914893617,0.11428571428571428,0.0038023860000000005,0.0038023860000000005,3.938303,11,False,0
593338187_200912_990PF-p0026,short,1,False,0.42105263157894735,0.05194805194805195,0.09248554913294799,0.02547770700636943,0.07317073170731708,0.003530898,0.003530898,4.443212,12,False,0
593338187_200912_990PF-p0027,short,1,False,0.40540540540540543,0.09202453987730061,0.15000000000000002,0.0893854748603352,0.12765957446808512,0.003702174,0.003702174,4.301323,12,False,0
593338187_200912_990PF-p0030,short,1,False,0.296875,0.10982658959537572,0.16033755274261605,0.03409090909090909,0.12560386473429952,0.00392406,0.00392406,4.494621,10,False,0
593338187_200912_990PF-p0031,short,1,False,0.5,0.07734806629834254,0.13397129186602869,0.06217616580310881,0.10945273631840795,0.003367685999999999,0.003367685999999999,4.799548,12,False,0
593338187_200912_990PF-p0032,short,1,False,0.2972972972972973,0.06748466257668712,0.10999999999999999,0.011976047904191616,0.0888888888888889,0.0033457619999999995,0.0033457619999999995,5.66207,12,False,0
593338187_200912_990PF-p0033,short,1,False,0.42105263157894735,0.04419889502762431,0.08,0.0,0.042105263157894736,0.003372768000000001,0.003372768000000001,5.248869,12,False,0
593338187_200912_990PF-p0034,short,1,False,0.2413793103448276,0.19337016574585636,0.2147239263803681,0.03883495145631068,0.24812030075187969,0.004347294000000001,0.004347294000000001,4.516846,11,False,0
593338187_200912_990PF-p0035,short,1,False,0.4642857142857143,0.0718232044198895,0.12440191387559807,0.03208556149732621,0.10050251256281406,0.0037810080000000006,0.0037810080000000006,3.940214,9,False,0
593338187_200912_990PF-p0036,short,1,False,0.2631578947368421,0.027624309392265192,0.05,0.0,0.03125,0.00336714,0.00336714,5.412919,12,False,0
593338187_200912_990PF-p0037,short,1,False,0.34782608695652173,0.09302325581395349,0.14678899082568808,0.04419889502762431,0.12871287128712872,0.003177174000000001,0.003177174000000001,4.855997,11,False,0
593338187_200912_990PF-p0038,short,1,False,0.27472527472527475,0.13812154696132597,0.18382352941176475,0.00975609756097561,0.15450643776824033,0.003501372,0.003501372,5.02592,12,False,0
7C-02014 H-12 5-20-2013 F-01083,short,1,False,0.5641025641025641,0.5641025641025641,0.5641025641025641,0.0,0.2330097087378641,0.015335964,0.015335964,25.036785,65,False,0
7C-04947 H-12 12-7-2009 F-01079,short,5,False,0.47435897435897434,0.47435897435897434,0.47435897435897434,0.0,0.14432989690721648,0.0131796,0.00263592,23.069015,62,False,0
H9-53-1621_1656,short,1,False,0.5689655172413793,0.5689655172413793,0.5689655172413793,0.0392156862745098,0.38461538461538464,0.010631753999999997,0.010631753999999997,19.618812,51,False,0
H9-53-2119_2144,short,1,False,0.5370370370370371,0.5,0.5178571428571428,0.0,0.25974025974025977,0.009836316000000001,0.009836316000000001,18.213251,49,False,0
H9-53-23_23,short,1,False,0.5555555555555556,0.5172413793103449,0.5357142857142857,0.25,0.3116883116883116,0.009296237999999997,0.009296237999999997,18.113543,49,False,0
H9-53-24_24,short,1,False,0.5862068965517241,0.5862068965517241,0.5862068965517241,0.03773584905660377,0.33766233766233766,0.010096506000000002,0.010096506000000002,18.440885,48,False,0
H9-53-30_30,short,1,False,0.4444444444444444,0.41379310344827586,0.4285714285714286,0.0,0.28169014084507044,0.007529255999999997,0.007529255999999997,10.115844,26,False,0
H9-53-319_311,short,1,False,0.6111111111111112,0.5689655172413793,0.5892857142857143,0.24137931034482757,0.3333333333333333,0.009508505999999998,0.009508505999999998,18.303073,49,False,0
H9-53-31_31,short,1,False,0.5185185185185185,0.4827586206896552,0.5,0.0,0.2777777777777778,0.008647463999999999,0.008647463999999999,10.015383,28,False,0
H9-53-32_32,short,1,False,0.5555555555555556,0.5172413793103449,0.5357142857142857,0.0,0.26666666666666666,0.010330194,0.010330194,20.294335,50,False,0
H9-53-514_1043,short,1,False,0.3387096774193548,0.3181818181818182,0.328125,0.0,0.09302325581395349,0.008915928000000002,0.008915928000000002,17.534508,47,False,0
H9-53-59_60,short,1,False,0.5925925925925926,0.5517241379310345,0.5714285714285714,0.0,0.35443037974683544,0.009250667999999998,0.009250667999999998,17.651498,48,False,0
H9-53-7226_7240,short,1,False,0.6481481481481481,0.603448275862069,0.625,0.23333333333333334,0.42105263157894735,0.009483725999999998,0.009483725999999998,17.718607,49,False,0
H9-53-7234_7248,short,1,False,0.48148148148148145,0.4482758620689655,0.4642857142857143,0.0,0.21333333333333335,0.009135042000000005,0.009135042000000005,17.198957,45,False,0
H9-53-7239_7253,short,1,False,0.5740740740740741,0.5344827586206896,0.5535714285714285,0.0,0.25000000000000006,0.008714285999999998,0.008714285999999998,16.695902,45,False,0
H9-53-9349_9509,short,1,False,0.5517241379310345,0.5517241379310345,0.5517241379310345,0.28125,0.425,0.009125045999999998,0.009125045999999998,17.877153,49,False,0
H9-53-9386_9545,short,1,False,0.5,0.46551724137931033,0.48214285714285715,0.0,0.2162162162162162,0.010095162000000003,0.010095162000000003,19.574293,53,False,0
P18-28-1547,short,1,False,0.7246376811594203,0.7246376811594203,0.7246376811594203,0.04651162790697674,0.40404040404040403,0.013688261999999996,0.013688261999999996,21.610963,60,False,0
P18-28-21_77,short,1,False,0.6521739130434783,0.625,0.6382978723404256,0.0,0.3010752688172043,0.012440484,0.012440484,19.51951,55,False,0
P18-28-35_39,short,1,False,0.6231884057971014,0.5972222222222222,0.6099290780141844,0.0,0.3296703296703297,0.012412638000000002,0.012412638000000002,32.366564,92,False,0
P18-28-43_44,short,1,False,0.6811594202898551,0.6811594202898551,0.6811594202898551,0.0,0.38297872340425526,0.013804979999999996,0.013804979999999996,23.197417,64,False,0
P18-28-44_45,short,1,False,0.7916666666666666,0.8260869565217391,0.8085106382978724,0.0,0.367816091954023,0.013175316,0.013175316,22.817174,62,False,0
P18-28-50_51,short,1,False,0.5797101449275363,0.5333333333333333,0.5555555555555555,0.0,0.19047619047619047,0.009580157999999995,0.009580157999999995,20.939249,53,False,0
P18-28-52_53,short,1,False,0.5362318840579711,0.5362318840579711,0.5362318840579711,0.0,0.15789473684210523,0.007353024000000003,0.007353024000000003,17.810071,47,False,0
P18-28-54_55,short,1,False,0.6086956521739131,0.6086956521739131,0.6086956521739131,0.0,0.24444444444444444,0.011112486000000001,0.011112486000000001,21.102699,61,False,0
P18-28-55_56,short,1,False,0.463768115942029,0.463768115942029,0.463768115942029,0.0,0.0,0.010104738,0.010104738,15.233058,41,False,0
P18-28-56_57,short,1,False,0.6956521739130435,0.6956521739130435,0.6956521739130435,0.0,0.36559139784946243,0.013298501999999999,0.013298501999999999,23.810475,62,False,0
P18-28-62_62,short,1,False,0.7681159420289855,0.7681159420289855,0.7681159420289855,0.0,0.4421052631578948,0.012782993999999994,0.012782993999999994,23.715464,66,False,0
P4-27-51022_74198,short,2,False,0.6833333333333333,0.6833333333333333,0.6833333333333333,0.12903225806451613,0.26666666666666666,0.008110578,0.004055289,13.607578,38,False,0
P4-27-51094_74234,short,2,False,0.5384615384615384,0.4666666666666667,0.5,0.0,0.061538461538461535,0.007792511999999998,0.003896255999999999,15.438356,40,False,0
P4-27-51220_74625,short,3,False,0.7666666666666667,0.7666666666666667,0.7666666666666667,0.039999999999999994,0.25352112676056343,0.009315390000000002,0.0031051300000000007,16.676786,48,False,0
P4-27-51300_74665,short,4,False,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.0,0.2222222222222222,0.009901248000000003,0.0024753120000000008,15.896391,41,False,0
P4-27-51318_74674,short,1,False,0.7413793103448276,0.7962962962962963,0.7678571428571429,0.0,0.2258064516129032,0.008534568000000003,0.008534568000000003,13.982706,41,False,0
P4-83-199_29,short,1,False,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.04347826086956522,0.36923076923076925,0.008863134,0.008863134,15.45958,41,False,0
P4-83-201_30,short,1,False,0.7777777777777778,0.7,0.7368421052631577,0.0,0.30136986301369867,0.009292374000000004,0.009292374000000004,15.679445,43,False,0
P4-83-211_35,short,1,False,0.6730769230769231,0.5833333333333334,0.6250000000000001,0.0,0.1818181818181818,0.009644711999999996,0.009644711999999996,14.303154,41,False,0
P4-83-433_147,short,1,False,0.6730769230769231,0.6730769230769231,0.6730769230769231,0.0,0.06896551724137931,0.008544648,0.008544648,14.286653,40,False,0
P4-83-443_152,short,1,False,0.6730769230769231,0.6481481481481481,0.6603773584905661,0.0,0.14545454545454545,0.006980568,0.006980568,13.968137,38,False,0
P4-83-449_155,short,1,False,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.0,0.0,0.007349747999999997,0.007349747999999997,14.725874,40,False,0
P4-83-457_159,short,4,False,0.8076923076923077,0.7,0.75,0.0,0.08955223880597013,0.008904336,0.002226084,14.948382,42,False,0
P4-83-631_246,short,2,False,0.5862068965517241,0.6538461538461539,0.6181818181818182,0.0,0.06451612903225806,0.008778210000000003,0.004389105000000002,11.977974,34,False,0
P4-83-693_277,short,1,False,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.0425531914893617,0.3939393939393939,0.008475936,0.008475936,16.846719,46,False,0
P4-Historical Single Signature83-10963_5480,short,1,False,0.7586206896551724,0.8461538461538461,0.8,0.0,0.25806451612903225,0.007926618000000005,0.007926618000000005,13.530829,39,False,0
P4-Historical Single Signature83-223_41,short,1,False,0.5576923076923077,0.5370370370370371,0.5471698113207548,0.0,0.0,0.008215830000000004,0.008215830000000004,14.469068,40,False,0
P4-Historical Single Signature83-257_58,short,1,False,0.5192307692307693,0.5192307692307693,0.5192307692307693,0.0,0.0,0.007988148,0.007988148,16.273775,39,False,0
REDACTED_2007_NISSAN_MURANO_professional_valuation,short,9,False,0.2857142857142857,0.12698412698412698,0.1758241758241758,,0.0,0.007054068,0.0007837853333333333,8.555211,22,False,0
ROGER-WINFIELD-SCOTT-FOUNDATION-INC-2009-580655183-p0023,short,1,False,0.3135593220338983,0.2138728323699422,0.2542955326460481,0.09282700421940927,0.25830258302583026,0.004057536,0.004057536,4.335383,12,False,0
ROGER-WINFIELD-SCOTT-FOUNDATION-INC-2009-580655183-p0024,short,1,False,0.34,0.1878453038674033,0.24199288256227755,0.07048458149779735,0.24150943396226413,0.003975342000000001,0.003975342000000001,4.343232,12,False,0
ROGER-WINFIELD-SCOTT-FOUNDATION-INC-2009-580655183-p0025,short,1,False,0.423728813559322,0.4065040650406504,0.41493775933609955,0.09424083769633508,0.41379310344827586,0.003569831999999999,0.003569831999999999,4.57565,11,False,0
W-1-9-258_260,short,1,False,0.875,0.875,0.875,0.2380952380952381,0.631578947368421,0.014934276,0.014934276,22.168283,60,False,0
W-1-9-260_262,short,1,False,0.6,0.5416666666666666,0.5693430656934306,0.027777777777777776,0.31683168316831684,0.013689353999999999,0.013689353999999999,19.925491,54,False,0
W-1-9-261_263,short,1,False,0.5689655172413793,0.4583333333333333,0.5076923076923077,0.05333333333333333,0.25806451612903225,0.013676711999999997,0.013676711999999997,19.486054,51,False,0
W14-2nd Sub 53269 Revised W14,short,1,False,0.7215189873417721,0.59375,0.6514285714285715,0.0,0.11403508771929825,0.030862523999999992,0.030862523999999992,47.867205,125,False,0
W14-2nd Sub 55975 Revised W14 ADMIN REVIEWED,short,1,False,0.5619469026548672,0.6614583333333334,0.6076555023923444,0.0,0.07563025210084034,0.028843836000000008,0.028843836000000008,45.019826,122,False,0
W14-52342_W14,short,1,False,0.5885416666666666,0.5885416666666666,0.5885416666666666,0.0,0.0,0.021325289999999993,0.021325289999999993,39.111691,110,False,0
W14-53632_W14 ADMIN REVIEWED,short,1,False,0.6510416666666666,0.6510416666666666,0.6510416666666666,0.0,0.13389121338912133,0.02735833800000001,0.02735833800000001,50.411369,142,False,0
W14-54500_W14 admin reviewed,short,1,False,0.5598086124401914,0.609375,0.5835411471321696,0.0,0.09482758620689655,0.030252011999999998,0.030252011999999998,63.829051,185,False,0
W14-55311_W14 reviewed,short,1,False,0.7658227848101266,0.6302083333333334,0.6914285714285714,0.0,0.16071428571428573,0.027088950000000014,0.027088950000000014,41.732154,118,False,0
W14-55711_W14 ADMIN REVIEWED,short,1,False,0.7341772151898734,0.6041666666666666,0.6628571428571428,0.0,0.09433962264150943,0.024851988,0.024851988,39.718468,112,False,0
W14-57077_W14,short,1,False,0.6510416666666666,0.6510416666666666,0.6510416666666666,0.0,0.11618257261410787,0.029723106000000006,0.029723106000000006,48.293401,125,False,0
W14-57728_W14_REVISED,short,1,False,0.6041666666666666,0.5132743362831859,0.5550239234449761,0.015503875968992248,0.10526315789473685,0.033174665999999964,0.033174665999999964,47.605669,136,False,0
W14-58025_W14 Admin Reviewed,short,1,False,0.504424778761062,0.59375,0.5454545454545454,0.0,0.043668122270742356,0.029319486000000006,0.029319486000000006,44.633623,123,False,0
W14-58509_W14 2nd sub revised,short,1,False,0.8516746411483254,0.7876106194690266,0.8183908045977012,0.09090909090909091,0.3205574912891986,0.029423771999999983,0.029423771999999983,45.103678,123,False,0
W14-58549_W14,short,1,False,0.6124401913875598,0.5663716814159292,0.5885057471264368,0.01680672268907563,0.07352941176470588,0.029689002000000006,0.029689002000000006,42.006836,116,False,0
W14-Atascosa SWD Well No. 4 - W-14 (Updated 01.22.2025),short,1,False,0.6411483253588517,0.6979166666666666,0.6683291770573567,0.0,0.08,0.02472833999999999,0.02472833999999999,39.526365,115,False,0
W2-27-216874_212740,short,2,False,0.6434782608695652,0.42045454545454547,0.5085910652920962,0.0,0.0261437908496732,0.019431972000000013,0.009715986000000006,31.462531,87,False,0
W2-27-217184_213122,short,2,False,0.39622641509433965,0.35795454545454547,0.3761194029850746,0.0,0.0101010101010101,0.017620302,0.008810151,20.387276,55,False,0
W2-27-217314_213200,short,2,False,0.7130434782608696,0.5324675324675324,0.6096654275092936,0.0,0.0963855421686747,0.019692372,0.009846186,31.656689,88,False,0
W2-27-217884_213729,short,2,False,0.591304347826087,0.4503311258278146,0.5112781954887218,0.0,0.08235294117647059,0.022107162,0.011053581,36.162317,97,False,0
WVWJK73C19P047779_professional_valuation,short,8,False,0.3047619047619048,0.21768707482993196,0.25396825396825395,,0.3529411764705882,0.005897639999999997,0.0007372049999999997,7.667183,20,False,0
WVWJK73C19P047779_professional_valuation_corrupted,short,8,False,0.38095238095238093,0.10884353741496598,0.16931216931216928,,0.37499999999999994,0.005605109999999998,0.0007006387499999998,9.367881,25,False,0
YV4952BL2C1140915_professional_valuation,short,7,False,0.3333333333333333,0.2,0.25,,0.0,0.004912739999999999,0.0007018199999999998,7.316305,19,False,0
YV4952BL2C1140915_professional_valuation_corrupted,short,7,False,0.21904761904761905,0.21904761904761905,0.21904761904761905,,0.0,0.004539612,0.000648516,7.340264,20,False,0
aclu_cdwg_invoice,short,1,False,0.75,0.75,0.75,,0.5,0.006236916000000003,0.006236916000000003,7.571848,20,False,0
arif-2021,short,7,False,0.8846830985915493,0.83889816360601,0.8611825192802057,0.0,0.3611111111111111,0.13904650200000024,0.019863786000000033,256.736286,700,False,0
arif-2022,short,7,False,0.8920353982300885,0.8484848484848485,0.8697152717860225,0.0,0.38095238095238093,0.13054767599999986,0.01864966799999998,247.516845,681,False,0
arif-2024,short,9,False,0.8718395815170009,0.832639467110741,0.8517887563884157,0.0,0.29050279329608936,0.1375258499999998,0.015280649999999979,269.533494,680,False,0
bianco-2024,short,10,False,0.8858603066439523,0.8637873754152824,0.8746846089150547,0.012738853503184712,0.5248868778280543,0.14500638600000004,0.014500638600000004,277.785373,723,False,0
brand_price_list_lifescience_2024,short,5,False,0.4674634794156706,0.5168869309838473,0.49093444909344486,,,0.003989034000000001,0.0007978068000000001,9.013968,24,False,0
brand_price_list_lifescience_2024_corrupted,short,5,False,0.3333333333333333,0.0014684287812041115,0.0029239766081871343,,,0.0005701920000000001,0.00011403840000000001,0.828141,2,False,0
budget_appendix_doe,short,2,False,0.0,0.0,0.0,,,0.0005209260000000001,0.00026046300000000006,0.487474,1,False,0
budget_appendix_legis,short,2,False,0.0,0.0,0.0,,,0.0004999259999999999,0.00024996299999999996,0.951122,2,False,0
ca_rad_crossover_inpatient_p5,short,1,False,0.0,0.0,0.0,,,0.00024612,0.00024612,0.714221,2,False,0
ca_rad_crossover_inpatient_p5_corrupted,short,1,False,0.5,0.30120481927710846,0.3759398496240602,,,0.000674814,0.000674814,1.117017,3,False,0
ca_rad_crossover_outpatient_p5,short,1,False,0.0,0.0,0.0,,,5.010600000000001e-05,5.010600000000001e-05,0.359546,1,False,0
ca_rad_crossover_outpatient_p5_corrupted,short,1,False,0.248,0.37349397590361444,0.2980769230769231,,,0.001050924,0.001050924,1.705903,4,False,0
caterpillar_spec_sheet_312c_excavator,short,1,False,0.5789473684210527,0.08527131782945736,0.14864864864864863,,,0.0008512139999999998,0.0008512139999999998,1.503849,4,False,0
caterpillar_spec_sheet_312c_excavator_corrupted,short,1,False,0.5142857142857142,0.046511627906976744,0.08530805687203791,,,0.0006523439999999998,0.0006523439999999998,1.433604,4,False,0
caterpillar_spec_sheet_330_excavator,short,1,False,0.5316455696202531,0.11170212765957446,0.18461538461538463,,,0.000881748,0.000881748,1.472283,4,False,0
caterpillar_spec_sheet_330_excavator_corrupted,short,1,False,0.4782608695652174,0.05851063829787234,0.1042654028436019,,,0.000775572,0.000775572,1.518968,4,False,0
cbp_7501_continuation_0001,short,3,False,0.8333333333333334,0.24725274725274726,0.3813559322033898,,,0.015392622000000009,0.005130874000000003,24.423163,65,False,0
cbp_7501_continuation_0002,short,2,False,0.5535714285714286,0.5254237288135594,0.5391304347826087,,,0.01569057,0.007845285,23.937176,61,False,0
cbp_7501_continuation_0007,short,2,False,0.5875,0.5662650602409639,0.5766871165644172,,,0.0153216,0.0076608,23.036404,62,False,0
cbp_7501_continuation_0016,short,1,False,0.5060240963855421,0.6,0.5490196078431373,,,0.012765522,0.012765522,19.722816,53,False,0
cbp_7501_continuation_0018,short,8,False,0.2536783358701167,0.39872408293460926,0.31007751937984496,,0.0,0.04251500399999998,0.005314375499999998,102.870206,292,False,0
ccc_online_0005_american_family_chevrolet_sonic,short,7,False,0.49206349206349204,0.28703703703703703,0.36257309941520466,,1.0,0.0054023340000000026,0.0007717620000000004,8.761164,23,False,0
ccc_online_0005_american_family_chevrolet_sonic_corrupted,short,7,False,0.7619047619047619,0.14814814814814814,0.24806201550387597,,0.5,0.0037047359999999997,0.000529248,6.279325,15,False,0
ccc_online_0006_esurance_toyota_rav4,short,7,False,0.2698412698412698,0.25757575757575757,0.26356589147286824,,0.5,0.004909547999999999,0.0007013639999999998,8.835317,22,False,0
ccc_online_0006_esurance_toyota_rav4_corrupted,short,7,False,0.3394495412844037,0.2803030303030303,0.3070539419087137,,0.5,0.003854802,0.000550686,6.039289,17,False,0
census_statab,short,1,False,0.0,0.0,0.0,,,0.000677628,0.000677628,1.379068,3,False,0
census_statab_12s0035,short,1,False,0.0,0.0,0.0,,,0.000321048,0.000321048,0.68738,2,False,0
census_statab_12s0711,short,1,False,0.0,0.0,0.0,,,0.00038493,0.00038493,0.680436,2,False,0
census_statab_employment,short,1,False,0.0,0.0,0.0,,,0.000732228,0.000732228,1.253813,3,False,0
census_statab_income_by_state,short,1,False,0.0,0.0,0.0,,,0.0005854380000000002,0.0005854380000000002,0.709774,2,False,0
cfpb_closing-disclosure_H25E,short,6,False,0.21963824289405684,0.6910569105691057,0.3333333333333333,,,0.02089008600000001,0.0034816810000000017,45.857476,132,False,0
cfpb_closing-disclosure_H25E_corrupted,short,6,False,0.6153846153846154,0.1951219512195122,0.29629629629629634,,,0.009191783999999996,0.0015319639999999994,14.939492,40,False,0
cfpb_closing-disclosure_H25F,short,2,False,0.7413793103448276,0.6935483870967742,0.7166666666666668,,,0.0023788380000000003,0.0011894190000000002,4.978273,13,False,0
cfpb_closing-disclosure_H25F_corrupted,short,2,False,0.8148148148148148,0.7096774193548387,0.7586206896551724,,,0.0023570400000000004,0.0011785200000000002,4.959547,14,False,0
cfpb_closing-disclosure_filled-sample,short,5,False,0.16422764227642275,0.6352201257861635,0.26098191214470284,,,0.026722248000000004,0.0053444496000000005,57.537799,157,False,0
